,price,Date
1074,5.57,2001-02-16
1075,not available,2001-02-19
1076,5.17,2001-02-20
1077,5.2,2001-02-21
1078,5.11,2001-02-22
1079,5.05,2001-02-23
1080,5.07,2001-02-26
1081,5.07,2001-02-27
1082,5.25,2001-02-28
1083,5.25,2001-03-01
1084,5.06,2001-03-02
1085,5.32,2001-03-05
1086,5.27,2001-03-06
1087,5.22,2001-03-07
1088,5.25,2001-03-08
1089,5.13,2001-03-09
1090,4.98,2001-03-12
1091,5.08,2001-03-13
1092,4.99,2001-03-14
1093,5.27,2001-03-15
1094,5.27,2001-03-16
1095,5.27,2001-03-19
1096,5.27,2001-03-20
1097,5.16,2001-03-21
1098,5.16,2001-03-22
1099,5.16,2001-03-23
1100,5.23,2001-03-26
1101,5.47,2001-03-27
1102,5.6,2001-03-28
1103,5.31,2001-03-29
1104,5.35,2001-03-30
1105,5.25,2001-04-02
1106,5.25,2001-04-03
1107,5.24,2001-04-04
1108,5.27,2001-04-05
1109,5.33,2001-04-06
1110,5.45,2001-04-09
1111,5.55,2001-04-10
1112,5.45,2001-04-11
1113,5.32,2001-04-12
1114,not available,2001-04-13
1115,5.48,2001-04-16
1116,5.36,2001-04-17
1117,5.15,2001-04-18
1118,5.06,2001-04-19
1119,5.0,2001-04-20
1120,5.09,2001-04-23
1121,5.13,2001-04-24
1122,4.98,2001-04-25
1123,4.92,2001-04-26
1124,4.83,2001-04-27
1125,4.73,2001-04-30
1126,4.55,2001-05-01
1127,4.54,2001-05-02
1128,4.46,2001-05-03
1129,4.5,2001-05-04
1130,4.33,2001-05-07
1131,4.22,2001-05-08
1132,4.15,2001-05-09
1133,4.17,2001-05-10
1134,4.25,2001-05-11
1135,4.28,2001-05-14
1136,4.46,2001-05-15
1137,4.46,2001-05-16
1138,4.2,2001-05-17
1139,4.15,2001-05-18
1140,4.14,2001-05-21
1141,4.04,2001-05-22
1142,4.11,2001-05-23
1143,4.12,2001-05-24
1144,3.83,2001-05-25
1145,not available,2001-05-28
1146,3.86,2001-05-29
1147,3.66,2001-05-30
1148,3.73,2001-05-31
1149,3.7,2001-06-01
1150,3.98,2001-06-04
1151,3.93,2001-06-05
1152,3.76,2001-06-06
1153,3.68,2001-06-07
1154,3.62,2001-06-08
1155,3.91,2001-06-11
1156,4.05,2001-06-12
1157,4.13,2001-06-13
1158,3.92,2001-06-14
1159,3.86,2001-06-15
1160,3.91,2001-06-18
1161,3.96,2001-06-19
1162,3.83,2001-06-20
1163,3.69,2001-06-21
1164,3.68,2001-06-22
1165,3.56,2001-06-25
1166,3.46,2001-06-26
1167,3.39,2001-06-27
1168,3.2,2001-06-28
1169,2.91,2001-06-29
1170,2.92,2001-07-02
1171,3.0,2001-07-03
1172,not available,2001-07-04
1173,3.09,2001-07-05
1174,2.99,2001-07-06
1175,3.1,2001-07-09
1176,3.2,2001-07-10
1177,3.21,2001-07-11
1178,3.29,2001-07-12
1179,3.15,2001-07-13
1180,3.08,2001-07-16
1181,3.14,2001-07-17
1182,3.15,2001-07-18
1183,3.01,2001-07-19
1184,2.97,2001-07-20
1185,3.02,2001-07-23
1186,3.0,2001-07-24
1187,3.06,2001-07-25
1188,3.26,2001-07-26
1189,3.06,2001-07-27
1190,3.28,2001-07-30
1191,3.31,2001-07-31
1192,3.27,2001-08-01
1193,3.15,2001-08-02
1194,3.06,2001-08-03
1195,3.07,2001-08-06
1196,3.16,2001-08-07
1197,3.11,2001-08-08
1198,3.1,2001-08-09
1199,2.99,2001-08-10
1200,3.0,2001-08-13
1201,3.05,2001-08-14
1202,3.15,2001-08-15
1203,3.46,2001-08-16
1204,3.24,2001-08-17
1205,3.17,2001-08-20
1206,3.18,2001-08-21
1207,3.2,2001-08-22
1208,2.87,2001-08-23
1209,2.77,2001-08-24
1210,2.61,2001-08-27
1211,2.57,2001-08-28
1212,2.46,2001-08-29
1213,2.47,2001-08-30
1214,2.15,2001-08-31
1215,not available,2001-09-03
1216,2.23,2001-09-04
1217,2.34,2001-09-05
1218,2.43,2001-09-06
1219,2.36,2001-09-07
1220,2.38,2001-09-10
1221,2.38,2001-09-11
1222,2.44,2001-09-12
1223,2.39,2001-09-13
1224,2.41,2001-09-14
1225,2.36,2001-09-17
1226,2.18,2001-09-18
1227,2.13,2001-09-19
1228,2.06,2001-09-20
1229,2.04,2001-09-21
1230,1.99,2001-09-24
1231,1.94,2001-09-25
1232,1.88,2001-09-26
1233,1.9,2001-09-27
1234,1.8,2001-09-28
1235,1.74,2001-10-01
1236,1.83,2001-10-02
1237,1.97,2001-10-03
1238,2.13,2001-10-04
1239,2.11,2001-10-05
1240,2.02,2001-10-08
1241,2.11,2001-10-09
1242,2.22,2001-10-10
1243,2.41,2001-10-11
1244,2.28,2001-10-12
1245,2.26,2001-10-15
1246,2.51,2001-10-16
1247,2.61,2001-10-17
1248,2.39,2001-10-18
1249,2.31,2001-10-19
1250,2.61,2001-10-22
1251,2.82,2001-10-23
1252,2.67,2001-10-24
1253,3.15,2001-10-25
1254,3.06,2001-10-26
1255,3.21,2001-10-29
1256,3.11,2001-10-30
1257,3.07,2001-10-31
1258,2.99,2001-11-01
1259,2.93,2001-11-02
1260,2.87,2001-11-05
1261,2.72,2001-11-06
1262,2.73,2001-11-07
1263,2.68,2001-11-08
1264,2.61,2001-11-09
1265,2.45,2001-11-12
1266,2.38,2001-11-13
1267,2.29,2001-11-14
1268,1.99,2001-11-15
1269,1.69,2001-11-16
1270,2.08,2001-11-19
1271,2.55,2001-11-20
1272,1.91,2001-11-21
1273,not available,2001-11-22
1274,not available,2001-11-23
1275,1.79,2001-11-26
1276,1.87,2001-11-27
1277,2.3,2001-11-28
1278,2.19,2001-11-29
1279,1.83,2001-11-30
1280,2.1,2001-12-03
1281,2.0,2001-12-04
1282,1.89,2001-12-05
1283,1.81,2001-12-06
1284,2.11,2001-12-07
1285,2.28,2001-12-10
1286,2.58,2001-12-11
1287,2.57,2001-12-12
1288,2.4,2001-12-13
1289,2.4,2001-12-14
1290,2.4,2001-12-17
1291,2.4,2001-12-18
1292,2.4,2001-12-19
1293,2.4,2001-12-20
1294,2.4,2001-12-21
1295,not available,2001-12-24
1296,not available,2001-12-25
1297,2.4,2001-12-26
1298,2.4,2001-12-27
1299,2.4,2001-12-28
1300,2.4,2001-12-31
1301,not available,2002-01-01
1302,2.55,2002-01-02
1303,2.58,2002-01-03
1304,2.58,2002-01-04
1305,2.58,2002-01-07
1306,2.39,2002-01-08
1307,2.31,2002-01-09
1308,2.32,2002-01-10
1309,2.32,2002-01-11
1310,2.32,2002-01-14
1311,2.32,2002-01-15
1312,2.38,2002-01-16
1313,2.4,2002-01-17
1314,2.28,2002-01-18
1315,not available,2002-01-21
1316,2.28,2002-01-22
1317,2.28,2002-01-23
1318,2.13,2002-01-24
1319,2.03,2002-01-25
1320,2.03,2002-01-28
1321,2.03,2002-01-29
1322,2.28,2002-01-30
1323,2.28,2002-01-31
1324,2.28,2002-02-01
1325,2.28,2002-02-04
1326,2.28,2002-02-05
1327,2.14,2002-02-06
1328,2.17,2002-02-07
1329,2.21,2002-02-08
1330,2.22,2002-02-11
1331,2.39,2002-02-12
1332,2.37,2002-02-13
1333,2.26,2002-02-14
1334,2.18,2002-02-15
1335,not available,2002-02-18
1336,2.32,2002-02-19
1337,2.41,2002-02-20
1338,2.4,2002-02-21
1339,2.4,2002-02-22
1340,2.4,2002-02-25
1341,2.46,2002-02-26
1342,2.49,2002-02-27
1343,2.49,2002-02-28
1344,2.51,2002-03-01
1345,2.66,2002-03-04
1346,2.63,2002-03-05
1347,2.52,2002-03-06
1348,2.73,2002-03-07
1349,2.82,2002-03-08
1350,2.9,2002-03-11
1351,2.94,2002-03-12
1352,2.97,2002-03-13
1353,2.78,2002-03-14
1354,2.99,2002-03-15
1355,3.15,2002-03-18
1356,3.33,2002-03-19
1357,3.29,2002-03-20
1358,3.2,2002-03-21
1359,3.57,2002-03-22
1360,3.46,2002-03-25
1361,3.59,2002-03-26
1362,3.35,2002-03-27
1363,3.18,2002-03-28
1364,not available,2002-03-29
1365,3.43,2002-04-01
1366,3.72,2002-04-02
1367,3.68,2002-04-03
1368,3.56,2002-04-04
1369,3.31,2002-04-05
1370,3.36,2002-04-08
1371,3.25,2002-04-09
1372,3.25,2002-04-10
1373,3.14,2002-04-11
1374,3.07,2002-04-12
1375,3.27,2002-04-15
1376,3.44,2002-04-16
1377,3.4,2002-04-17
1378,3.5,2002-04-18
1379,3.4,2002-04-19
1380,3.58,2002-04-22
1381,3.63,2002-04-23
1382,3.53,2002-04-24
1383,3.46,2002-04-25
1384,3.32,2002-04-26
1385,3.44,2002-04-29
1386,3.65,2002-04-30
1387,3.79,2002-05-01
1388,3.65,2002-05-02
1389,3.71,2002-05-03
1390,3.61,2002-05-06
1391,3.5,2002-05-07
1392,3.74,2002-05-08
1393,3.72,2002-05-09
1394,3.7,2002-05-10
1395,3.62,2002-05-13
1396,3.75,2002-05-14
1397,3.6,2002-05-15
1398,3.45,2002-05-16
1399,3.41,2002-05-17
1400,3.44,2002-05-20
1401,3.33,2002-05-21
1402,3.39,2002-05-22
1403,3.38,2002-05-23
1404,3.21,2002-05-24
1405,not available,2002-05-27
1406,3.18,2002-05-28
1407,3.3,2002-05-29
1408,3.33,2002-05-30
1409,3.15,2002-05-31
1410,3.18,2002-06-03
1411,3.31,2002-06-04
1412,3.29,2002-06-05
1413,3.29,2002-06-06
1414,3.11,2002-06-07
1415,3.14,2002-06-10
1416,3.11,2002-06-11
1417,3.15,2002-06-12
1418,3.04,2002-06-13
1419,3.13,2002-06-14
1420,3.34,2002-06-17
1421,3.23,2002-06-18
1422,3.24,2002-06-19
1423,3.33,2002-06-20
1424,3.18,2002-06-21
1425,3.33,2002-06-24
1426,3.49,2002-06-25
1427,3.92,2002-06-26
1428,3.22,2002-06-27
1429,3.2,2002-06-28
1430,3.28,2002-07-01
1431,3.17,2002-07-02
1432,3.08,2002-07-03
1433,not available,2002-07-04
1434,not available,2002-07-05
1435,3.06,2002-07-08
1436,2.97,2002-07-09
1437,3.04,2002-07-10
1438,2.85,2002-07-11
1439,2.87,2002-07-12
1440,2.83,2002-07-15
1441,2.89,2002-07-16
1442,2.97,2002-07-17
1443,2.85,2002-07-18
1444,2.95,2002-07-19
1445,3.01,2002-07-22
1446,2.95,2002-07-23
1447,2.91,2002-07-24
1448,3.05,2002-07-25
1449,2.94,2002-07-26
1450,3.07,2002-07-29
1451,2.97,2002-07-30
1452,3.02,2002-07-31
1453,3.07,2002-08-01
1454,2.9,2002-08-02
1455,2.81,2002-08-05
1456,2.8,2002-08-06
1457,2.73,2002-08-07
1458,2.75,2002-08-08
1459,2.83,2002-08-09
1460,2.91,2002-08-12
1461,3.01,2002-08-13
1462,3.03,2002-08-14
1463,2.92,2002-08-15
1464,3.1,2002-08-16
1465,3.1,2002-08-19
1466,3.25,2002-08-20
1467,3.22,2002-08-21
1468,3.36,2002-08-22
1469,3.48,2002-08-23
1470,3.51,2002-08-26
1471,3.47,2002-08-27
1472,3.31,2002-08-28
1473,3.25,2002-08-29
1474,3.12,2002-08-30
1475,not available,2002-09-02
1476,3.1,2002-09-03
1477,3.13,2002-09-04
1478,3.2,2002-09-05
1479,3.39,2002-09-06
1480,3.24,2002-09-09
1481,3.35,2002-09-10
1482,3.33,2002-09-11
1483,3.22,2002-09-12
1484,3.37,2002-09-13
1485,3.45,2002-09-16
1486,3.46,2002-09-17
1487,3.8,2002-09-18
1488,3.9,2002-09-19
1489,3.95,2002-09-20
1490,3.87,2002-09-23
1491,4.0,2002-09-24
1492,3.76,2002-09-25
1493,3.61,2002-09-26
1494,3.76,2002-09-27
1495,4.09,2002-09-30
1496,4.41,2002-10-01
1497,4.27,2002-10-02
1498,4.23,2002-10-03
1499,3.86,2002-10-04
1500,3.77,2002-10-07
1501,3.86,2002-10-08
1502,3.91,2002-10-09
1503,3.93,2002-10-10
1504,3.8,2002-10-11
1505,4.19,2002-10-14
1506,4.19,2002-10-15
1507,4.1,2002-10-16
1508,4.1,2002-10-17
1509,4.11,2002-10-18
1510,4.23,2002-10-21
1511,4.2,2002-10-22
1512,4.24,2002-10-23
1513,4.3,2002-10-24
1514,4.12,2002-10-25
1515,4.16,2002-10-28
1516,4.2,2002-10-29
1517,4.34,2002-10-30
1518,4.39,2002-10-31
1519,4.07,2002-11-01
1520,3.94,2002-11-04
1521,3.9,2002-11-05
1522,3.92,2002-11-06
1523,3.9,2002-11-07
1524,3.76,2002-11-08
1525,3.83,2002-11-11
1526,3.83,2002-11-12
1527,3.83,2002-11-13
1528,3.9,2002-11-14
1529,3.92,2002-11-15
1530,4.18,2002-11-18
1531,4.25,2002-11-19
1532,4.27,2002-11-20
1533,4.24,2002-11-21
1534,4.32,2002-11-22
1535,4.34,2002-11-25
1536,4.23,2002-11-26
1537,4.19,2002-11-27
1538,not available,2002-11-28
1539,not available,2002-11-29
1540,4.23,2002-12-02
1541,4.35,2002-12-03
1542,4.24,2002-12-04
1543,4.35,2002-12-05
1544,4.39,2002-12-06
1545,4.32,2002-12-09
1546,4.4,2002-12-10
1547,4.63,2002-12-11
1548,4.81,2002-12-12
1549,5.05,2002-12-13
1550,5.31,2002-12-16
1551,5.13,2002-12-17
1552,4.98,2002-12-18
1553,5.14,2002-12-19
1554,5.05,2002-12-20
1555,5.03,2002-12-23
1556,5.03,2002-12-24
1557,not available,2002-12-25
1558,4.98,2002-12-26
1559,4.81,2002-12-27
1560,4.74,2002-12-30
1561,4.59,2002-12-31
1562,not available,2003-01-01
1563,4.93,2003-01-02
1564,5.13,2003-01-03
1565,4.94,2003-01-06
1566,4.89,2003-01-07
1567,5.07,2003-01-08
1568,5.05,2003-01-09
1569,5.19,2003-01-10
1570,5.23,2003-01-13
1571,5.25,2003-01-14
1572,5.21,2003-01-15
1573,5.5,2003-01-16
1574,5.66,2003-01-17
1575,not available,2003-01-20
1576,5.47,2003-01-21
1577,5.72,2003-01-22
1578,6.55,2003-01-23
1579,5.91,2003-01-24
1580,5.91,2003-01-27
1581,5.52,2003-01-28
1582,5.61,2003-01-29
1583,5.76,2003-01-30
1584,5.58,2003-01-31
1585,5.71,2003-02-03
1586,6.26,2003-02-04
1587,6.22,2003-02-05
1588,6.08,2003-02-06
1589,6.3,2003-02-07
1590,6.35,2003-02-10
1591,6.19,2003-02-11
1592,6.19,2003-02-12
1593,5.81,2003-02-13
1594,5.88,2003-02-14
1595,not available,2003-02-17
1596,6.09,2003-02-18
1597,6.1,2003-02-19
1598,6.38,2003-02-20
1599,6.73,2003-02-21
1600,11.98,2003-02-24
1601,18.48,2003-02-25
1602,10.47,2003-02-26
1603,8.42,2003-02-27
1604,10.81,2003-02-28
1605,8.51,2003-03-03
1606,7.71,2003-03-04
1607,7.8,2003-03-05
1608,7.57,2003-03-06
1609,7.42,2003-03-07
1610,6.78,2003-03-10
1611,6.25,2003-03-11
1612,5.8,2003-03-12
1613,5.71,2003-03-13
1614,5.17,2003-03-14
1615,5.32,2003-03-17
1616,5.13,2003-03-18
1617,5.2,2003-03-19
1618,5.2,2003-03-20
1619,5.05,2003-03-21
1620,5.07,2003-03-24
1621,5.07,2003-03-25
1622,4.9,2003-03-26
1623,4.87,2003-03-27
1624,5.06,2003-03-28
1625,5.01,2003-03-31
1626,4.9,2003-04-01
1627,4.89,2003-04-02
1628,4.91,2003-04-03
1629,4.86,2003-04-04
1630,4.98,2003-04-07
1631,5.21,2003-04-08
1632,5.11,2003-04-09
1633,5.18,2003-04-10
1634,5.28,2003-04-11
1635,5.29,2003-04-14
1636,5.53,2003-04-15
1637,5.62,2003-04-16
1638,5.54,2003-04-17
1639,not available,2003-04-18
1640,5.55,2003-04-21
1641,5.58,2003-04-22
1642,5.58,2003-04-23
1643,5.46,2003-04-24
1644,5.39,2003-04-25
1645,5.3,2003-04-28
1646,5.12,2003-04-29
1647,5.25,2003-04-30
1648,5.32,2003-05-01
1649,5.24,2003-05-02
1650,5.36,2003-05-05
1651,5.64,2003-05-06
1652,5.49,2003-05-07
1653,5.65,2003-05-08
1654,5.73,2003-05-09
1655,5.91,2003-05-12
1656,5.98,2003-05-13
1657,6.17,2003-05-14
1658,6.24,2003-05-15
1659,5.96,2003-05-16
1660,6.08,2003-05-19
1661,5.93,2003-05-20
1662,6.08,2003-05-21
1663,6.09,2003-05-22
1664,5.92,2003-05-23
1665,not available,2003-05-26
1666,5.84,2003-05-27
1667,5.71,2003-05-28
1668,5.76,2003-05-29
1669,5.99,2003-05-30
1670,6.22,2003-06-02
1671,6.25,2003-06-03
1672,6.4,2003-06-04
1673,6.17,2003-06-05
1674,6.25,2003-06-06
1675,6.25,2003-06-09
1676,6.08,2003-06-10
1677,6.06,2003-06-11
1678,5.86,2003-06-12
1679,5.44,2003-06-13
1680,5.45,2003-06-16
1681,5.66,2003-06-17
1682,5.53,2003-06-18
1683,5.53,2003-06-19
1684,5.68,2003-06-20
1685,5.89,2003-06-23
1686,5.84,2003-06-24
1687,5.64,2003-06-25
1688,5.49,2003-06-26
1689,5.19,2003-06-27
1690,5.31,2003-06-30
1691,5.22,2003-07-01
1692,5.05,2003-07-02
1693,4.96,2003-07-03
1694,not available,2003-07-04
1695,5.2,2003-07-07
1696,5.4,2003-07-08
1697,5.56,2003-07-09
1698,5.4,2003-07-10
1699,5.22,2003-07-11
1700,5.15,2003-07-14
1701,5.17,2003-07-15
1702,5.0,2003-07-16
1703,4.96,2003-07-17
1704,5.01,2003-07-18
1705,5.11,2003-07-21
1706,5.04,2003-07-22
1707,4.88,2003-07-23
1708,4.86,2003-07-24
1709,4.68,2003-07-25
1710,4.68,2003-07-28
1711,4.72,2003-07-29
1712,4.68,2003-07-30
1713,4.63,2003-07-31
1714,4.71,2003-08-01
1715,4.81,2003-08-04
1716,4.71,2003-08-05
1717,4.74,2003-08-06
1718,4.85,2003-08-07
1719,5.02,2003-08-08
1720,5.08,2003-08-11
1721,5.06,2003-08-12
1722,5.17,2003-08-13
1723,5.1,2003-08-14
1724,4.83,2003-08-15
1725,4.94,2003-08-18
1726,4.99,2003-08-19
1727,5.03,2003-08-20
1728,5.14,2003-08-21
1729,5.24,2003-08-22
1730,5.26,2003-08-25
1731,5.09,2003-08-26
1732,5.11,2003-08-27
1733,4.94,2003-08-28
1734,4.86,2003-08-29
1735,not available,2003-09-01
1736,4.62,2003-09-02
1737,4.68,2003-09-03
1738,4.7,2003-09-04
1739,4.76,2003-09-05
1740,4.82,2003-09-08
1741,4.7,2003-09-09
1742,4.78,2003-09-10
1743,4.85,2003-09-11
1744,4.66,2003-09-12
1745,4.66,2003-09-15
1746,4.67,2003-09-16
1747,4.61,2003-09-17
1748,4.52,2003-09-18
1749,4.33,2003-09-19
1750,4.38,2003-09-22
1751,4.51,2003-09-23
1752,4.58,2003-09-24
1753,4.55,2003-09-25
1754,4.42,2003-09-26
1755,4.57,2003-09-29
1756,4.66,2003-09-30
1757,4.47,2003-10-01
1758,4.42,2003-10-02
1759,4.34,2003-10-03
1760,4.4,2003-10-06
1761,4.66,2003-10-07
1762,4.84,2003-10-08
1763,4.78,2003-10-09
1764,4.92,2003-10-10
1765,4.96,2003-10-13
1766,4.84,2003-10-14
1767,4.93,2003-10-15
1768,4.92,2003-10-16
1769,4.53,2003-10-17
1770,4.3,2003-10-20
1771,4.64,2003-10-21
1772,4.89,2003-10-22
1773,4.9,2003-10-23
1774,4.78,2003-10-24
1775,4.56,2003-10-27
1776,4.45,2003-10-28
1777,4.51,2003-10-29
1778,4.4,2003-10-30
1779,3.98,2003-10-31
1780,4.12,2003-11-03
1781,4.01,2003-11-04
1782,4.46,2003-11-05
1783,4.74,2003-11-06
1784,4.48,2003-11-07
1785,4.42,2003-11-10
1786,4.52,2003-11-11
1787,4.77,2003-11-12
1788,4.6,2003-11-13
1789,4.62,2003-11-14
1790,4.49,2003-11-17
1791,4.35,2003-11-18
1792,4.46,2003-11-19
1793,4.35,2003-11-20
1794,4.15,2003-11-21
1795,4.57,2003-11-24
1796,4.49,2003-11-25
1797,4.86,2003-11-26
1798,not available,2003-11-27
1799,not available,2003-11-28
1800,5.02,2003-12-01
1801,5.45,2003-12-02
1802,5.45,2003-12-03
1803,5.7,2003-12-04
1804,6.27,2003-12-05
1805,6.06,2003-12-08
1806,6.52,2003-12-09
1807,6.67,2003-12-10
1808,6.56,2003-12-11
1809,6.73,2003-12-12
1810,6.63,2003-12-15
1811,6.58,2003-12-16
1812,6.56,2003-12-17
1813,6.98,2003-12-18
1814,6.92,2003-12-19
1815,6.32,2003-12-22
1816,5.58,2003-12-23
1817,5.5,2003-12-24
1818,not available,2003-12-25
1819,not available,2003-12-26
1820,5.46,2003-12-29
1821,5.96,2003-12-30
1822,5.76,2003-12-31
1823,not available,2004-01-01
1824,not available,2004-01-02
1825,6.28,2004-01-05
1826,7.04,2004-01-06
1827,6.61,2004-01-07
1828,6.41,2004-01-08
1829,6.91,2004-01-09
1830,6.29,2004-01-12
1831,6.26,2004-01-13
1832,5.73,2004-01-14
1833,6.02,2004-01-15
1834,5.43,2004-01-16
1835,not available,2004-01-19
1836,6.15,2004-01-20
1837,6.26,2004-01-21
1838,6.03,2004-01-22
1839,5.82,2004-01-23
1840,5.7,2004-01-26
1841,5.87,2004-01-27
1842,6.04,2004-01-28
1843,5.99,2004-01-29
1844,5.8,2004-01-30
1845,5.51,2004-02-02
1846,5.69,2004-02-03
1847,5.74,2004-02-04
1848,5.54,2004-02-05
1849,5.38,2004-02-06
1850,5.44,2004-02-09
1851,5.49,2004-02-10
1852,5.34,2004-02-11
1853,5.35,2004-02-12
1854,5.62,2004-02-13
1855,not available,2004-02-16
1856,5.43,2004-02-17
1857,5.33,2004-02-18
1858,5.28,2004-02-19
1859,5.19,2004-02-20
1860,5.1,2004-02-23
1861,5.08,2004-02-24
1862,5.1,2004-02-25
1863,5.13,2004-02-26
1864,5.27,2004-02-27
1865,5.17,2004-03-01
1866,5.37,2004-03-02
1867,5.34,2004-03-03
1868,5.17,2004-03-04
1869,5.32,2004-03-05
1870,5.42,2004-03-08
1871,5.34,2004-03-09
1872,5.33,2004-03-10
1873,5.33,2004-03-11
1874,5.52,2004-03-12
1875,5.59,2004-03-15
1876,5.6,2004-03-16
1877,5.61,2004-03-17
1878,5.63,2004-03-18
1879,5.49,2004-03-19
1880,5.46,2004-03-22
1881,5.36,2004-03-23
1882,5.35,2004-03-24
1883,5.22,2004-03-25
1884,5.16,2004-03-26
1885,5.25,2004-03-29
1886,5.4,2004-03-30
1887,5.63,2004-03-31
1888,5.82,2004-04-01
1889,5.69,2004-04-02
1890,5.81,2004-04-05
1891,5.7,2004-04-06
1892,5.76,2004-04-07
1893,5.84,2004-04-08
1894,not available,2004-04-09
1895,5.85,2004-04-12
1896,5.92,2004-04-13
1897,5.73,2004-04-14
1898,5.68,2004-04-15
1899,5.62,2004-04-16
1900,5.57,2004-04-19
1901,5.46,2004-04-20
1902,5.52,2004-04-21
1903,5.59,2004-04-22
1904,5.53,2004-04-23
1905,5.6,2004-04-26
1906,5.81,2004-04-27
1907,5.8,2004-04-28
1908,5.78,2004-04-29
1909,5.81,2004-04-30
1910,5.8,2004-05-03
1911,6.21,2004-05-04
1912,6.09,2004-05-05
1913,6.22,2004-05-06
1914,6.18,2004-05-07
1915,6.14,2004-05-10
1916,6.24,2004-05-11
1917,6.41,2004-05-12
1918,6.42,2004-05-13
1919,6.43,2004-05-14
1920,6.41,2004-05-17
1921,6.28,2004-05-18
1922,6.18,2004-05-19
1923,6.44,2004-05-20
1924,6.35,2004-05-21
1925,6.48,2004-05-24
1926,6.73,2004-05-25
1927,6.7,2004-05-26
1928,6.51,2004-05-27
1929,6.45,2004-05-28
1930,not available,2004-05-31
1931,6.45,2004-06-01
1932,6.51,2004-06-02
1933,6.44,2004-06-03
1934,6.15,2004-06-04
1935,6.09,2004-06-07
1936,6.19,2004-06-08
1937,6.04,2004-06-09
1938,6.0,2004-06-10
1939,not available,2004-06-11
1940,6.15,2004-06-14
1941,6.35,2004-06-15
1942,6.38,2004-06-16
1943,6.57,2004-06-17
1944,6.48,2004-06-18
1945,6.42,2004-06-21
1946,6.29,2004-06-22
1947,6.3,2004-06-23
1948,6.41,2004-06-24
1949,6.28,2004-06-25
1950,6.13,2004-06-28
1951,6.02,2004-06-29
1952,6.03,2004-06-30
1953,5.95,2004-07-01
1954,5.88,2004-07-02
1955,not available,2004-07-05
1956,6.16,2004-07-06
1957,6.27,2004-07-07
1958,6.19,2004-07-08
1959,5.89,2004-07-09
1960,5.95,2004-07-12
1961,5.85,2004-07-13
1962,5.91,2004-07-14
1963,5.92,2004-07-15
1964,5.77,2004-07-16
1965,5.75,2004-07-19
1966,5.8,2004-07-20
1967,5.9,2004-07-21
1968,5.85,2004-07-22
1969,5.98,2004-07-23
1970,5.94,2004-07-26
1971,5.87,2004-07-27
1972,5.77,2004-07-28
1973,5.93,2004-07-29
1974,6.03,2004-07-30
1975,5.86,2004-08-02
1976,5.77,2004-08-03
1977,5.7,2004-08-04
1978,5.54,2004-08-05
1979,5.42,2004-08-06
1980,5.58,2004-08-09
1981,5.78,2004-08-10
1982,5.64,2004-08-11
1983,5.46,2004-08-12
1984,5.27,2004-08-13
1985,5.34,2004-08-16
1986,5.27,2004-08-17
1987,5.36,2004-08-18
1988,5.34,2004-08-19
1989,5.39,2004-08-20
1990,5.34,2004-08-23
1991,5.23,2004-08-24
1992,5.32,2004-08-25
1993,5.19,2004-08-26
1994,5.05,2004-08-27
1995,5.05,2004-08-30
1996,5.04,2004-08-31
1997,5.02,2004-09-01
1998,4.75,2004-09-02
1999,4.32,2004-09-03
2000,not available,2004-09-06
2001,4.41,2004-09-07
2002,4.69,2004-09-08
2003,4.57,2004-09-09
2004,4.57,2004-09-10
2005,5.12,2004-09-13
2006,5.15,2004-09-14
2007,5.17,2004-09-15
2008,4.82,2004-09-16
2009,4.95,2004-09-17
2010,5.22,2004-09-20
2011,5.43,2004-09-21
2012,5.58,2004-09-22
2013,5.58,2004-09-23
2014,5.41,2004-09-24
2015,5.22,2004-09-27
2016,5.45,2004-09-28
2017,6.26,2004-09-29
2018,6.36,2004-09-30
2019,5.38,2004-10-01
2020,5.72,2004-10-04
2021,6.07,2004-10-05
2022,6.0,2004-10-06
2023,6.24,2004-10-07
2024,5.59,2004-10-08
2025,5.63,2004-10-11
2026,5.63,2004-10-12
2027,5.38,2004-10-13
2028,5.76,2004-10-14
2029,5.64,2004-10-15
2030,5.64,2004-10-18
2031,6.13,2004-10-19
2032,7.27,2004-10-20
2033,7.35,2004-10-21
2034,7.11,2004-10-22
2035,7.75,2004-10-25
2036,7.78,2004-10-26
2037,8.12,2004-10-27
2038,6.8,2004-10-28
2039,6.43,2004-10-29
2040,6.98,2004-11-01
2041,6.88,2004-11-02
2042,7.25,2004-11-03
2043,7.4,2004-11-04
2044,6.08,2004-11-05
2045,6.62,2004-11-08
2046,5.79,2004-11-09
2047,6.12,2004-11-10
2048,6.19,2004-11-11
2049,5.9,2004-11-12
2050,6.02,2004-11-15
2051,6.57,2004-11-16
2052,6.06,2004-11-17
2053,5.59,2004-11-18
2054,4.81,2004-11-19
2055,5.24,2004-11-22
2056,5.24,2004-11-23
2057,5.01,2004-11-24
2058,not available,2004-11-25
2059,not available,2004-11-26
2060,6.76,2004-11-29
2061,6.79,2004-11-30
2062,6.78,2004-12-01
2063,6.69,2004-12-02
2064,6.04,2004-12-03
2065,6.05,2004-12-06
2066,6.03,2004-12-07
2067,5.98,2004-12-08
2068,6.04,2004-12-09
2069,6.29,2004-12-10
2070,6.89,2004-12-13
2071,7.1,2004-12-14
2072,7.04,2004-12-15
2073,6.88,2004-12-16
2074,7.26,2004-12-17
2075,7.14,2004-12-20
